medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,team,team_gender,discipline,event,event_type,url_event,birth_date,code
04-08-2024,Bronze Medal,3,LEE Wooseok,Male,Korea,KOR,Korea,,,Archery,Men's Individual,HATH,/en/paris-2024/results/archery/men-s-individual/fnl-000200--,07-08-1997,1902144
04-08-2024,Gold Medal,1,LIU Yang,Male,China,CHN,China,,,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--,11-08-1994,1918856
04-08-2024,Silver Medal,2,ZOU Jingyuan,Male,China,CHN,China,,,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--,03-01-1998,1918865
04-08-2024,Bronze Medal,3,PETROUNIAS Eleftherios,Male,Greece,GRE,Greece,,,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--,30-11-1990,1961314
04-08-2024,Gold Medal,1,YULO Carlos Edriel,Male,Philippines,PHI,Philippines,,,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--,16-02-2000,1975874
04-08-2024,Silver Medal,2,DAVTYAN Artur,Male,Armenia,ARM,Armenia,,,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--,08-08-1992,1915828
04-08-2024,Bronze Medal,3,HEPWORTH Harry,Male,Great Britain,GBR,Great Britain,,,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--,06-12-2003,1904740
04-08-2024,Gold Medal,1,NEMOUR Kaylia,Female,Algeria,ALG,Algeria,,,Artistic Gymnastics,Women's Uneven Bars,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--,30-12-2006,1545688
04-08-2024,Silver Medal,2,QIU Qiyuan,Female,China,CHN,China,,,Artistic Gymnastics,Women's Uneven Bars,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--,24-05-2007,1918872
04-08-2024,Bronze Medal,3,LEE Sunisa,Female,United States,USA,United States,,,Artistic Gymnastics,Women's Uneven Bars,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--,09-03-2003,1959866
04-08-2024,Gold Medal,1,LYLES Noah,Male,United States,USA,United States,,,Athletics,Men's 100m,ATH,/en/paris-2024/results/athletics/men-s-100m/fnl-000100--,18-07-1997,1960173
04-08-2024,Silver Medal,2,THOMPSON Kishane,Male,Jamaica,JAM,Jamaica,,,Athletics,Men's 100m,ATH,/en/paris-2024/results/athletics/men-s-100m/fnl-000100--,17-07-2001,1980161
04-08-2024,Bronze Medal,3,KERLEY Fred,Male,United States,USA,United States,,,Athletics,Men's 100m,ATH,/en/paris-2024/results/athletics/men-s-100m/fnl-000100--,07-05-1995,1960958
04-08-2024,Gold Medal,1,KATZBERG Ethan,Male,Canada,CAN,Canada,,,Athletics,Men's Hammer Throw,ATH,/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--,05-04-2002,1974151
04-08-2024,Silver Medal,2,HALASZ Bence,Male,Hungary,HUN,Hungary,,,Athletics,Men's Hammer Throw,ATH,/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--,04-08-1997,1916814
04-08-2024,Bronze Medal,3,KOKHAN Mykhaylo,Male,Ukraine,UKR,Ukraine,,,Athletics,Men's Hammer Throw,ATH,/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--,22-01-2001,1571563
04-08-2024,Gold Medal,1,MAHUCHIKH Yaroslava,Female,Ukraine,UKR,Ukraine,,,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--,19-09-2001,1571559
04-08-2024,Silver Medal,2,OLYSLAGERS Nicola,Female,Australia,AUS,Australia,,,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--,28-12-1996,1939838
04-08-2024,Bronze Medal,3,GERASHCHENKO Iryna,Female,Ukraine,UKR,Ukraine,,,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--,10-03-1995,1571577
04-08-2024,Bronze Medal,3,PATTERSON Eleanor,Female,Australia,AUS,Australia,,,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--,22-05-1996,1939763
04-08-2024,Bronze Medal,,TUNJUNG Gregoria Mariska,Female,Indonesia,INA,Indonesia,,,Badminton,Women's Singles,HATH,/en/paris-2024/results/badminton/women-s-singles/sfnl000100--,11-08-1999,1926315
04-08-2024,Bronze Medal,3,ALCANTARA REYES Yunior,Male,Dominican Republic,DOM,Dominican Republic,,,Boxing,Men's 51kg,HATH,/en/paris-2024/results/boxing/men-s-51kg/sfnl000100--,10-02-2004,1908817
04-08-2024,Bronze Medal,3,de PINA David,Male,Cabo Verde,CPV,Cabo Verde,,,Boxing,Men's 51kg,HATH,/en/paris-2024/results/boxing/men-s-51kg/sfnl000200--,07-08-1996,1892464
04-08-2024,Bronze Medal,3,SANFORD Wyatt,Male,Canada,CAN,Canada,,,Boxing,Men's 63.5kg,HATH,/en/paris-2024/results/boxing/men-s-63-5kg/sfnl000100--,03-11-1998,1972293
04-08-2024,Bronze Medal,3,GURULI Lasha,Male,Georgia,GEO,Georgia,,,Boxing,Men's 63.5kg,HATH,/en/paris-2024/results/boxing/men-s-63-5kg/sfnl000200--,27-08-1996,1550184
04-08-2024,Bronze Medal,3,PINALES Cristian Javier,Male,Dominican Republic,DOM,Dominican Republic,,,Boxing,Men's 80kg,HATH,/en/paris-2024/results/boxing/men-s-80kg/sfnl000100--,02-11-2000,1943368
04-08-2024,Bronze Medal,3,LOPEZ CARDONA Arlen,Male,Cuba,CUB,Cuba,,,Boxing,Men's 80kg,HATH,/en/paris-2024/results/boxing/men-s-80kg/sfnl000200--,21-02-1993,1555548
04-08-2024,Bronze Medal,3,REYES PLA Enmanuel,Male,Spain,ESP,Spain,,,Boxing,Men's 92kg,HATH,/en/paris-2024/results/boxing/men-s-92kg/sfnl000100--,14-12-1992,1934790
04-08-2024,Bronze Medal,3,BOLTAEV Davlat,Male,Tajikistan,TJK,Tajikistan,,,Boxing,Men's 92kg,HATH,/en/paris-2024/results/boxing/men-s-92kg/sfnl000200--,13-01-1999,1909011
04-08-2024,Bronze Medal,3,PANG Cholmi,Female,DPR Korea,PRK,DPR Korea,,,Boxing,Women's 54kg,HATH,/en/paris-2024/results/boxing/women-s-54kg/sfnl000100--,26-08-1994,1980125
04-08-2024,Bronze Medal,3,IM Aeji,Female,Korea,KOR,Korea,,,Boxing,Women's 54kg,HATH,/en/paris-2024/results/boxing/women-s-54kg/sfnl000200--,11-05-1999,1891890
04-08-2024,Gold Medal,1,FAULKNER Kristen,Female,United States,USA,United States,,,Cycling Road,Women's Road Race,ATH,/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--,18-12-1992,1955081
04-08-2024,Silver Medal,2,VOS Marianne,Female,Netherlands,NED,Netherlands,,,Cycling Road,Women's Road Race,ATH,/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--,13-05-1987,1969165
04-08-2024,Bronze Medal,3,KOPECKY Lotte,Female,Belgium,BEL,Belgium,,,Cycling Road,Women's Road Race,ATH,/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--,10-11-1995,1903120
04-08-2024,Gold Medal,1,von BREDOW-WERNDL Jessica,Female,Germany,GER,Germany,,,Equestrian,Dressage Individual,ATH,/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--,16-02-1986,1914905
04-08-2024,Silver Medal,2,WERTH Isabell,Female,Germany,GER,Germany,,,Equestrian,Dressage Individual,ATH,/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--,21-07-1969,1914909
04-08-2024,Bronze Medal,3,FRY Charlotte,Female,Great Britain,GBR,Great Britain,,,Equestrian,Dressage Individual,ATH,/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--,11-02-1996,1970905
04-08-2024,Gold Medal,1,SCHEFFLER Scottie,Male,United States,USA,United States,,,Golf,Men's Individual Stroke Play,ATH,/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------,21-06-1996,1951724
04-08-2024,Silver Medal,2,FLEETWOOD Tommy,Male,Great Britain,GBR,Great Britain,,,Golf,Men's Individual Stroke Play,ATH,/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------,19-01-1991,1923629
04-08-2024,Bronze Medal,3,MATSUYAMA Hideki,Male,Japan,JPN,Japan,,,Golf,Men's Individual Stroke Play,ATH,/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------,25-02-1992,1961406
04-08-2024,Gold Medal,1,CROVETTO CHADID Francisca,Female,Chile,CHI,Chile,,,Shooting,Skeet Women,ATH,/en/paris-2024/results/shooting/skeet-women/fnl-000100--,27-04-1990,1937878
04-08-2024,Silver Medal,2,RUTTER Amber Jo,Female,Great Britain,GBR,Great Britain,,,Shooting,Skeet Women,ATH,/en/paris-2024/results/shooting/skeet-women/fnl-000100--,21-08-1997,1977402
04-08-2024,Bronze Medal,3,SMITH Austen Jewell,Female,United States,USA,United States,,,Shooting,Skeet Women,ATH,/en/paris-2024/results/shooting/skeet-women/fnl-000100--,23-07-2001,1944397
04-08-2024,Gold Medal,1,FINKE Bobby,Male,United States,USA,United States,,,Swimming,Men's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--,06-11-1999,1935902
04-08-2024,Silver Medal,2,PALTRINIERI Gregorio,Male,Italy,ITA,Italy,,,Swimming,Men's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--,05-09-1994,1925630
04-08-2024,Bronze Medal,3,WIFFEN Daniel,Male,Ireland,IRL,Ireland,,,Swimming,Men's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--,14-07-2001,1539969
04-08-2024,Gold Medal,1,SJOESTROEM Sarah,Female,Sweden,SWE,Sweden,,,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--,17-08-1993,1572557
04-08-2024,Silver Medal,2,HARRIS Meg,Female,Australia,AUS,Australia,,,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--,07-03-2002,1946212
04-08-2024,Bronze Medal,3,ZHANG Yufei,Female,China,CHN,China,,,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--,19-04-1998,1945125
04-08-2024,Gold Medal,1,FAN Zhendong,Male,China,CHN,China,,,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000100--,22-01-1997,1902295
04-08-2024,Silver Medal,2,MOREGARD Truls,Male,Sweden,SWE,Sweden,,,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000100--,16-02-2002,1563390
04-08-2024,Bronze Medal,3,LEBRUN Felix,Male,France,FRA,France,,,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000200--,12-09-2006,1889177
04-08-2024,Gold Medal,1,DJOKOVIC Novak,Male,Serbia,SRB,Serbia,,,Tennis,Men's Singles,HATH,/en/paris-2024/results/tennis/men-s-singles/fnl-000100--,22-05-1987,1956398
04-08-2024,Silver Medal,2,ALCARAZ Carlos,Male,Spain,ESP,Spain,,,Tennis,Men's Singles,HATH,/en/paris-2024/results/tennis/men-s-singles/fnl-000100--,05-05-2003,1563682
05-08-2024,Gold Medal,1,OKA Shinnosuke,Male,Japan,JPN,Japan,,,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--,31-10-2003,1919480
05-08-2024,Silver Medal,2,BARAJAS Angel,Male,Colombia,COL,Colombia,,,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--,12-08-2006,1935685
05-08-2024,Bronze Medal,3,ZHANG Boheng,Male,China,CHN,China,,,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--,04-03-2000,1918864
05-08-2024,Bronze Medal,3,TANG Chia-Hung,Male,Chinese Taipei,TPE,Chinese Taipei,,,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--,23-09-1996,1878037
05-08-2024,Gold Medal,1,ZOU Jingyuan,Male,China,CHN,China,,,Artistic Gymnastics,Men's Parallel Bars,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-parallel-bars/fnl-000001--,03-01-1998,1918865
05-08-2024,Silver Medal,2,KOVTUN Illia,Male,Ukraine,UKR,Ukraine,,,Artistic Gymnastics,Men's Parallel Bars,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-parallel-bars/fnl-000001--,10-08-2003,1897555
05-08-2024,Bronze Medal,3,OKA Shinnosuke,Male,Japan,JPN,Japan,,,Artistic Gymnastics,Men's Parallel Bars,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-parallel-bars/fnl-000001--,31-10-2003,1919480
05-08-2024,Gold Medal,1,D'AMATO Alice,Female,Italy,ITA,Italy,,,Artistic Gymnastics,Women's Balance Beam,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--,07-02-2003,1551061
05-08-2024,Silver Medal,2,ZHOU Yaqin,Female,China,CHN,China,,,Artistic Gymnastics,Women's Balance Beam,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--,12-11-2005,1918881
05-08-2024,Bronze Medal,3,ESPOSITO Manila,Female,Italy,ITA,Italy,,,Artistic Gymnastics,Women's Balance Beam,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--,02-11-2006,1560762
05-08-2024,Gold Medal,1,ANDRADE Rebeca,Female,Brazil,BRA,Brazil,,,Artistic Gymnastics,Women's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-floor-exercise/fnl-000001--,08-05-1999,1953634
05-08-2024,Silver Medal,2,BILES Simone,Female,United States,USA,United States,,,Artistic Gymnastics,Women's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-floor-exercise/fnl-000001--,14-03-1997,1959861
05-08-2024,Bronze Medal,3,BARBOSU Ana,Female,Romania,ROU,Romania,,,Artistic Gymnastics,Women's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-floor-exercise/fnl-000001--,26-07-2006,1550170
05-08-2024,Gold Medal,1,DUPLANTIS Armand,Male,Sweden,SWE,Sweden,,,Athletics,Men's Pole Vault,ATH,/en/paris-2024/results/athletics/men-s-pole-vault/fnl-000100--,10-11-1999,1569203
05-08-2024,Silver Medal,2,KENDRICKS Sam,Male,United States,USA,United States,,,Athletics,Men's Pole Vault,ATH,/en/paris-2024/results/athletics/men-s-pole-vault/fnl-000100--,07-09-1992,1960178
05-08-2024,Bronze Medal,3,KARALIS Emmanouil,Male,Greece,GRE,Greece,,,Athletics,Men's Pole Vault,ATH,/en/paris-2024/results/athletics/men-s-pole-vault/fnl-000100--,20-10-1999,1961218
05-08-2024,Gold Medal,1,CHEBET Beatrice,Female,Kenya,KEN,Kenya,,,Athletics,Women's 5000m,ATH,/en/paris-2024/results/athletics/women-s-5000m/fnl-000100--,05-03-2000,1910560
05-08-2024,Silver Medal,2,KIPYEGON Faith,Female,Kenya,KEN,Kenya,,,Athletics,Women's 5000m,ATH,/en/paris-2024/results/athletics/women-s-5000m/fnl-000100--,10-01-1994,1910451
05-08-2024,Bronze Medal,3,HASSAN Sifan,Female,Netherlands,NED,Netherlands,,,Athletics,Women's 5000m,ATH,/en/paris-2024/results/athletics/women-s-5000m/fnl-000100--,01-01-1993,1972105
05-08-2024,Gold Medal,1,HODGKINSON Keely,Female,Great Britain,GBR,Great Britain,,,Athletics,Women's 800m,ATH,/en/paris-2024/results/athletics/women-s-800m/fnl-000100--,03-03-2002,1924429
05-08-2024,Silver Medal,2,DUGUMA Tsige,Female,Ethiopia,ETH,Ethiopia,,,Athletics,Women's 800m,ATH,/en/paris-2024/results/athletics/women-s-800m/fnl-000100--,23-02-2001,1536498
05-08-2024,Bronze Medal,3,MORAA Mary,Female,Kenya,KEN,Kenya,,,Athletics,Women's 800m,ATH,/en/paris-2024/results/athletics/women-s-800m/fnl-000100--,15-06-2000,1928047
05-08-2024,Gold Medal,1,ALLMAN Valarie,Female,United States,USA,United States,,,Athletics,Women's Discus Throw,ATH,/en/paris-2024/results/athletics/women-s-discus-throw/fnl-000100--,23-02-1995,1960721
05-08-2024,Silver Medal,2,FENG Bin,Female,China,CHN,China,,,Athletics,Women's Discus Throw,ATH,/en/paris-2024/results/athletics/women-s-discus-throw/fnl-000100--,03-04-1994,1919067
05-08-2024,Bronze Medal,3,ELKASEVIC Sandra,Female,Croatia,CRO,Croatia,,,Athletics,Women's Discus Throw,ATH,/en/paris-2024/results/athletics/women-s-discus-throw/fnl-000100--,21-06-1990,1922205
05-08-2024,Gold Medal,1,AXELSEN Viktor,Male,Denmark,DEN,Denmark,,,Badminton,Men's Singles,HATH,/en/paris-2024/results/badminton/men-s-singles/fnl-000100--,04-01-1994,1888993
05-08-2024,Silver Medal,2,VITIDSARN Kunlavut,Male,Thailand,THA,Thailand,,,Badminton,Men's Singles,HATH,/en/paris-2024/results/badminton/men-s-singles/fnl-000100--,11-05-2001,1926294
05-08-2024,Bronze Medal,3,LEE Zii Jia,Male,Malaysia,MAS,Malaysia,,,Badminton,Men's Singles,HATH,/en/paris-2024/results/badminton/men-s-singles/fnl-000200--,29-03-1998,1566617
05-08-2024,Gold Medal,1,AN Se Young,Female,Korea,KOR,Korea,,,Badminton,Women's Singles,HATH,/en/paris-2024/results/badminton/women-s-singles/fnl-000100--,05-02-2002,1891498
05-08-2024,Silver Medal,2,HE Bing Jiao,Female,China,CHN,China,,,Badminton,Women's Singles,HATH,/en/paris-2024/results/badminton/women-s-singles/fnl-000100--,21-03-1997,1913436
05-08-2024,Gold Medal,1,BUTCHER Finn,Male,New Zealand,NZL,New Zealand,,,Canoe Slalom,Men's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-cross/fnl---------,17-03-1995,1945386
05-08-2024,Silver Medal,2,CLARKE Joseph,Male,Great Britain,GBR,Great Britain,,,Canoe Slalom,Men's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-cross/fnl---------,03-11-1992,1896032
05-08-2024,Bronze Medal,3,HEGGE Noah,Male,Germany,GER,Germany,,,Canoe Slalom,Men's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-cross/fnl---------,15-03-1999,1913780
05-08-2024,Gold Medal,1,FOX Noemie,Female,Australia,AUS,Australia,,,Canoe Slalom,Women's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-cross/fnl---------,19-03-1997,1940209
05-08-2024,Silver Medal,2,HUG Angele,Female,France,FRA,France,,,Canoe Slalom,Women's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-cross/fnl---------,30-07-2000,1880483
05-08-2024,Bronze Medal,3,WOODS Kimberley,Female,Great Britain,GBR,Great Britain,,,Canoe Slalom,Women's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-cross/fnl---------,08-09-1995,1896045
05-08-2024,Gold Medal,1,LI Yuehong,Male,China,CHN,China,,,Shooting,25m Rapid Fire Pistol Men,ATH,/en/paris-2024/results/shooting/25m-rapid-fire-pistol-men/fnl-000100--,28-08-1989,1913913
05-08-2024,Silver Medal,2,CHO Yeongjae,Male,Korea,KOR,Korea,,,Shooting,25m Rapid Fire Pistol Men,ATH,/en/paris-2024/results/shooting/25m-rapid-fire-pistol-men/fnl-000100--,15-01-1999,1893852
05-08-2024,Bronze Medal,3,WANG Xinjie,Male,China,CHN,China,,,Shooting,25m Rapid Fire Pistol Men,ATH,/en/paris-2024/results/shooting/25m-rapid-fire-pistol-men/fnl-000100--,24-10-1996,1913919
05-08-2024,Gold Medal,1,VAAST Kauli,Male,France,FRA,France,,,Surfing,Men,HATH,/en/paris-2024/results/surfing/men/fnl---------,26-02-2002,1567361
05-08-2024,Silver Medal,2,ROBINSON Jack,Male,Australia,AUS,Australia,,,Surfing,Men,HATH,/en/paris-2024/results/surfing/men/fnl---------,27-12-1997,1946129
05-08-2024,Bronze Medal,3,MEDINA Gabriel,Male,Brazil,BRA,Brazil,,,Surfing,Men,HATH,/en/paris-2024/results/surfing/men/fnl---------,22-12-1993,1955778
05-08-2024,Gold Medal,1,MARKS Caroline,Female,United States,USA,United States,,,Surfing,Women,HATH,/en/paris-2024/results/surfing/women/fnl---------,14-02-2002,1943206
05-08-2024,Silver Medal,2,WESTON-WEBB Tatiana,Female,Brazil,BRA,Brazil,,,Surfing,Women,HATH,/en/paris-2024/results/surfing/women/fnl---------,09-05-1996,1955783
05-08-2024,Bronze Medal,3,DEFAY Johanne,Female,France,FRA,France,,,Surfing,Women,HATH,/en/paris-2024/results/surfing/women/fnl---------,19-11-1993,1567359
06-08-2024,Gold Medal,1,HOCKER Cole,Male,United States,USA,United States,,,Athletics,Men's 1500m,ATH,/en/paris-2024/results/athletics/men-s-1500m/fnl-000100--,06-06-2001,1960933
06-08-2024,Silver Medal,2,KERR Josh,Male,Great Britain,GBR,Great Britain,,,Athletics,Men's 1500m,ATH,/en/paris-2024/results/athletics/men-s-1500m/fnl-000100--,08-10-1997,1924440
06-08-2024,Bronze Medal,3,NUGUSE Yared,Male,United States,USA,United States,,,Athletics,Men's 1500m,ATH,/en/paris-2024/results/athletics/men-s-1500m/fnl-000100--,01-06-1999,1965327
06-08-2024,Gold Medal,1,TENTOGLOU Miltiadis,Male,Greece,GRE,Greece,,,Athletics,Men's Long Jump,ATH,/en/paris-2024/results/athletics/men-s-long-jump/fnl-000100--,18-03-1998,1961246
06-08-2024,Silver Medal,2,PINNOCK Wayne,Male,Jamaica,JAM,Jamaica,,,Athletics,Men's Long Jump,ATH,/en/paris-2024/results/athletics/men-s-long-jump/fnl-000100--,24-10-2000,1938899
06-08-2024,Bronze Medal,3,FURLANI Mattia,Male,Italy,ITA,Italy,,,Athletics,Men's Long Jump,ATH,/en/paris-2024/results/athletics/men-s-long-jump/fnl-000100--,07-02-2005,1552378
06-08-2024,Gold Medal,1,THOMAS Gabrielle,Female,United States,USA,United States,,,Athletics,Women's 200m,ATH,/en/paris-2024/results/athletics/women-s-200m/fnl-000100--,07-12-1996,1965868
06-08-2024,Silver Medal,2,ALFRED Julien,Female,Saint Lucia,LCA,Saint Lucia,,,Athletics,Women's 200m,ATH,/en/paris-2024/results/athletics/women-s-200m/fnl-000100--,10-06-2001,1537325
06-08-2024,Bronze Medal,3,BROWN Brittany,Female,United States,USA,United States,,,Athletics,Women's 200m,ATH,/en/paris-2024/results/athletics/women-s-200m/fnl-000100--,18-04-1995,1960588
06-08-2024,Gold Medal,1,YAVI Winfred,Female,Bahrain,BRN,Bahrain,,,Athletics,Women's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/women-s-3000m-steeplechase/fnl-000100--,31-12-1999,1926102
06-08-2024,Silver Medal,2,CHEMUTAI Peruth,Female,Uganda,UGA,Uganda,,,Athletics,Women's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/women-s-3000m-steeplechase/fnl-000100--,10-07-1999,1971686
06-08-2024,Bronze Medal,3,CHEROTICH Faith,Female,Kenya,KEN,Kenya,,,Athletics,Women's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/women-s-3000m-steeplechase/fnl-000100--,13-07-2004,1910453
06-08-2024,Gold Medal,1,ROGERS Camryn,Female,Canada,CAN,Canada,,,Athletics,Women's Hammer Throw,ATH,/en/paris-2024/results/athletics/women-s-hammer-throw/fnl-000100--,07-06-1999,1974290
06-08-2024,Silver Medal,2,ECHIKUNWOKE Annette Nneka,Female,United States,USA,United States,,,Athletics,Women's Hammer Throw,ATH,/en/paris-2024/results/athletics/women-s-hammer-throw/fnl-000100--,29-07-1996,1960899
06-08-2024,Bronze Medal,3,ZHAO Jie,Female,China,CHN,China,,,Athletics,Women's Hammer Throw,ATH,/en/paris-2024/results/athletics/women-s-hammer-throw/fnl-000100--,13-10-2002,1919077
06-08-2024,Bronze Medal,3,JONES Omari,Male,United States,USA,United States,,,Boxing,Men's 71kg,HATH,/en/paris-2024/results/boxing/men-s-71kg/sfnl000100--,07-11-2002,1955645
06-08-2024,Bronze Medal,3,RICHARDSON Lewis,Male,Great Britain,GBR,Great Britain,,,Boxing,Men's 71kg,HATH,/en/paris-2024/results/boxing/men-s-71kg/sfnl000200--,04-06-1997,1912009
06-08-2024,Bronze Medal,3,KYZAIBAY Nazym,Female,Kazakhstan,KAZ,Kazakhstan,,,Boxing,Women's 50kg,HATH,/en/paris-2024/results/boxing/women-s-50kg/sfnl000100--,14-09-1993,1931331
06-08-2024,Bronze Medal,3,VILLEGAS Aira,Female,Philippines,PHI,Philippines,,,Boxing,Women's 50kg,HATH,/en/paris-2024/results/boxing/women-s-50kg/sfnl000200--,01-08-1995,1979870
06-08-2024,Gold Medal,1,HARRINGTON Kellie,Female,Ireland,IRL,Ireland,,,Boxing,Women's 60kg,HATH,/en/paris-2024/results/boxing/women-s-60kg/fnl-000100--,11-12-1989,1555098
06-08-2024,Silver Medal,2,YANG Wenlu,Female,China,CHN,China,,,Boxing,Women's 60kg,HATH,/en/paris-2024/results/boxing/women-s-60kg/fnl-000100--,13-01-1991,1926828
06-08-2024,Bronze Medal,3,SUWANNAPHENG Janjaem,Female,Thailand,THA,Thailand,,,Boxing,Women's 66kg,HATH,/en/paris-2024/results/boxing/women-s-66kg/sfnl000100--,25-09-2000,1898283
06-08-2024,Bronze Medal,3,CHEN Nien Chin,Female,Chinese Taipei,TPE,Chinese Taipei,,,Boxing,Women's 66kg,HATH,/en/paris-2024/results/boxing/women-s-66kg/sfnl000200--,10-05-1997,1887975
06-08-2024,Gold Medal,1,QUAN Hongchan,Female,China,CHN,China,,,Diving,Women's 10m Platform,ATH,/en/paris-2024/results/diving/women-s-10m-platform/fnl-000100--,28-03-2007,1901545
06-08-2024,Silver Medal,2,CHEN Yuxi,Female,China,CHN,China,,,Diving,Women's 10m Platform,ATH,/en/paris-2024/results/diving/women-s-10m-platform/fnl-000100--,11-09-2005,1901544
06-08-2024,Bronze Medal,3,KIM Mi Rae,Female,DPR Korea,PRK,DPR Korea,,,Diving,Women's 10m Platform,ATH,/en/paris-2024/results/diving/women-s-10m-platform/fnl-000100--,07-04-2001,1980115
06-08-2024,Gold Medal,1,KUKUK Christian,Male,Germany,GER,Germany,,,Equestrian,Jumping Individual,ATH,/en/paris-2024/results/equestrian/jumping-individual/fnl-0002rr--,04-03-1990,1914912
06-08-2024,Silver Medal,2,GUERDAT Steve,Male,Switzerland,SUI,Switzerland,,,Equestrian,Jumping Individual,ATH,/en/paris-2024/results/equestrian/jumping-individual/fnl-0002rr--,10-06-1982,1976553
06-08-2024,Bronze Medal,3,van der VLEUTEN Maikel,Male,Netherlands,NED,Netherlands,,,Equestrian,Jumping Individual,ATH,/en/paris-2024/results/equestrian/jumping-individual/fnl-0002rr--,10-02-1988,1976879
