medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,team,team_gender,discipline,event,event_type,url_event,birth_date,code
27-07-2024,Gold Medal,1,EVENEPOEL Remco,Male,Belgium,BEL,Belgium,,,Cycling Road,Men's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/men-s-individual-time-trial/fnl-000100--,25-01-2000,1903136
27-07-2024,Silver Medal,2,GANNA Filippo,Male,Italy,ITA,Italy,,,Cycling Road,Men's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/men-s-individual-time-trial/fnl-000100--,25-07-1996,1923520
27-07-2024,Bronze Medal,3,van AERT Wout,Male,Belgium,BEL,Belgium,,,Cycling Road,Men's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/men-s-individual-time-trial/fnl-000100--,15-09-1994,1903147
27-07-2024,Gold Medal,1,BROWN Grace,Female,Australia,AUS,Australia,,,Cycling Road,Women's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/women-s-individual-time-trial/fnl-000100--,07-07-1992,1940173
27-07-2024,Silver Medal,2,HENDERSON Anna,Female,Great Britain,GBR,Great Britain,,,Cycling Road,Women's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/women-s-individual-time-trial/fnl-000100--,14-11-1998,1912525
27-07-2024,Bronze Medal,3,DYGERT Chloe,Female,United States,USA,United States,,,Cycling Road,Women's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/women-s-individual-time-trial/fnl-000100--,01-01-1997,1955079
27-07-2024,Gold Medal,1,OH Sanguk,Male,Korea,KOR,Korea,,,Fencing,Men's Sabre Individual,HATH,/en/paris-2024/results/fencing/men-s-sabre-individual/fnl-000100--,30-09-1996,1927149
27-07-2024,Silver Medal,2,FERJANI Fares,Male,Tunisia,TUN,Tunisia,,,Fencing,Men's Sabre Individual,HATH,/en/paris-2024/results/fencing/men-s-sabre-individual/fnl-000100--,22-07-1997,1937783
27-07-2024,Bronze Medal,3,SAMELE Luigi,Male,Italy,ITA,Italy,,,Fencing,Men's Sabre Individual,HATH,/en/paris-2024/results/fencing/men-s-sabre-individual/fnl-000200--,25-07-1987,1924595
27-07-2024,Gold Medal,1,KONG Man Wai Vivian,Female,"Hong Kong, China",HKG,"Hong Kong, China",,,Fencing,Women's Épée Individual,HATH,/en/paris-2024/results/fencing/women-s-epee-individual/fnl-000100--,08-02-1994,1963262
27-07-2024,Silver Medal,2,MALLO-BRETON Auriane,Female,France,FRA,France,,,Fencing,Women's Épée Individual,HATH,/en/paris-2024/results/fencing/women-s-epee-individual/fnl-000100--,11-10-1993,1916183
27-07-2024,Bronze Medal,3,MUHARI Eszter,Female,Hungary,HUN,Hungary,,,Fencing,Women's Épée Individual,HATH,/en/paris-2024/results/fencing/women-s-epee-individual/fnl-000200--,30-09-2002,1946375
27-07-2024,Gold Medal,1,SMETOV Yeldos,Male,Kazakhstan,KAZ,Kazakhstan,,,Judo,Men -60 kg,HATH,/en/paris-2024/results/judo/men--60-kg/fnl-000100--,09-09-1992,1935408
27-07-2024,Silver Medal,2,MKHEIDZE Luka,Male,France,FRA,France,,,Judo,Men -60 kg,HATH,/en/paris-2024/results/judo/men--60-kg/fnl-000100--,05-01-1996,1891304
27-07-2024,Bronze Medal,3,NAGAYAMA Ryuju,Male,Japan,JPN,Japan,,,Judo,Men -60 kg,HATH,/en/paris-2024/results/judo/men--60-kg/repf000100--,15-04-1996,1896752
27-07-2024,Bronze Medal,3,GARRIGOS Francisco,Male,Spain,ESP,Spain,,,Judo,Men -60 kg,HATH,/en/paris-2024/results/judo/men--60-kg/repf000200--,09-12-1994,1563544
27-07-2024,Gold Medal,1,TSUNODA Natsumi,Female,Japan,JPN,Japan,,,Judo,Women -48 kg,HATH,/en/paris-2024/results/judo/women--48-kg/fnl-000100--,06-08-1992,1896735
27-07-2024,Silver Medal,2,BAVUUDORJ Baasankhuu,Female,Mongolia,MGL,Mongolia,,,Judo,Women -48 kg,HATH,/en/paris-2024/results/judo/women--48-kg/fnl-000100--,26-11-1999,1914467
27-07-2024,Bronze Medal,3,BOUKLI Shirine,Female,France,FRA,France,,,Judo,Women -48 kg,HATH,/en/paris-2024/results/judo/women--48-kg/repf000100--,24-01-1999,1891280
27-07-2024,Bronze Medal,3,BABULFATH Tara,Female,Sweden,SWE,Sweden,,,Judo,Women -48 kg,HATH,/en/paris-2024/results/judo/women--48-kg/repf000200--,03-01-2006,1571911
27-07-2024,Gold Medal,1,MAERTENS Lukas,Male,Germany,GER,Germany,,,Swimming,Men's 400m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-400m-freestyle/fnl-000100--,27-12-2001,1907192
27-07-2024,Silver Medal,2,WINNINGTON Elijah,Male,Australia,AUS,Australia,,,Swimming,Men's 400m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-400m-freestyle/fnl-000100--,05-05-2000,1946172
27-07-2024,Bronze Medal,3,KIM Woomin,Male,Korea,KOR,Korea,,,Swimming,Men's 400m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-400m-freestyle/fnl-000100--,24-08-2001,4654306
27-07-2024,Gold Medal,1,TITMUS Ariarne,Female,Australia,AUS,Australia,,,Swimming,Women's 400m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-400m-freestyle/fnl-000100--,07-09-2000,1946150
27-07-2024,Silver Medal,2,McINTOSH Summer,Female,Canada,CAN,Canada,,,Swimming,Women's 400m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-400m-freestyle/fnl-000100--,18-08-2006,1967140
27-07-2024,Bronze Medal,3,LEDECKY Katie,Female,United States,USA,United States,,,Swimming,Women's 400m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-400m-freestyle/fnl-000100--,17-03-1997,1935938
28-07-2024,Gold Medal,1,FOX Jessica,Female,Australia,AUS,Australia,,,Canoe Slalom,Women's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-single/fnl-000100--,11-06-1994,1940205
28-07-2024,Silver Medal,2,ZWOLINSKA Klaudia,Female,Poland,POL,Poland,,,Canoe Slalom,Women's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-single/fnl-000100--,18-12-1998,1942126
28-07-2024,Bronze Medal,3,WOODS Kimberley,Female,Great Britain,GBR,Great Britain,,,Canoe Slalom,Women's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-single/fnl-000100--,08-09-1995,1896045
28-07-2024,Gold Medal,1,FERRAND PREVOT Pauline,Female,France,FRA,France,,,Cycling Mountain Bike,Women's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/women-s-cross-country/fnl-000100--,10-02-1992,1895672
28-07-2024,Silver Medal,2,BATTEN Haley,Female,United States,USA,United States,,,Cycling Mountain Bike,Women's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/women-s-cross-country/fnl-000100--,19-09-1998,1955070
28-07-2024,Bronze Medal,3,RISSVEDS Jenny,Female,Sweden,SWE,Sweden,,,Cycling Mountain Bike,Women's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/women-s-cross-country/fnl-000100--,06-06-1994,1564023
28-07-2024,Gold Medal,1,KANO Koki,Male,Japan,JPN,Japan,,,Fencing,Men's Épée Individual,HATH,/en/paris-2024/results/fencing/men-s-epee-individual/fnl-000100--,19-12-1997,1896548
28-07-2024,Silver Medal,2,BOREL Yannick,Male,France,FRA,France,,,Fencing,Men's Épée Individual,HATH,/en/paris-2024/results/fencing/men-s-epee-individual/fnl-000100--,05-11-1988,1916194
28-07-2024,Bronze Medal,3,ELSAYED Mohamed,Male,Egypt,EGY,Egypt,,,Fencing,Men's Épée Individual,HATH,/en/paris-2024/results/fencing/men-s-epee-individual/fnl-000200--,03-03-2003,1936462
28-07-2024,Gold Medal,1,KIEFER Lee,Female,United States,USA,United States,,,Fencing,Women's Foil Individual,HATH,/en/paris-2024/results/fencing/women-s-foil-individual/fnl-000100--,15-06-1994,1950611
28-07-2024,Silver Medal,2,SCRUGGS Lauren,Female,United States,USA,United States,,,Fencing,Women's Foil Individual,HATH,/en/paris-2024/results/fencing/women-s-foil-individual/fnl-000100--,27-01-2003,1950643
28-07-2024,Bronze Medal,3,HARVEY Eleanor,Female,Canada,CAN,Canada,,,Fencing,Women's Foil Individual,HATH,/en/paris-2024/results/fencing/women-s-foil-individual/fnl-000200--,14-01-1995,1973213
28-07-2024,Gold Medal,1,ABE Hifumi,Male,Japan,JPN,Japan,,,Judo,Men -66 kg,HATH,/en/paris-2024/results/judo/men--66-kg/fnl-000100--,09-08-1997,1896763
28-07-2024,Silver Medal,2,LIMA Willian,Male,Brazil,BRA,Brazil,,,Judo,Men -66 kg,HATH,/en/paris-2024/results/judo/men--66-kg/fnl-000100--,31-01-2000,1953840
28-07-2024,Bronze Medal,3,KYRGYZBAYEV Gusman,Male,Kazakhstan,KAZ,Kazakhstan,,,Judo,Men -66 kg,HATH,/en/paris-2024/results/judo/men--66-kg/repf000100--,28-09-1992,1935410
28-07-2024,Bronze Medal,3,VIERU Denis,Male,Republic of Moldova,MDA,Republic of Moldova,,,Judo,Men -66 kg,HATH,/en/paris-2024/results/judo/men--66-kg/repf000200--,10-03-1996,1561138
28-07-2024,Gold Medal,1,KELDIYOROVA Diyora,Female,Uzbekistan,UZB,Uzbekistan,,,Judo,Women -52 kg,HATH,/en/paris-2024/results/judo/women--52-kg/fnl-000100--,13-07-1998,1566997
28-07-2024,Silver Medal,2,KRASNIQI Distria,Female,Kosovo,KOS,Kosovo,,,Judo,Women -52 kg,HATH,/en/paris-2024/results/judo/women--52-kg/fnl-000100--,10-12-1995,1550162
28-07-2024,Bronze Medal,3,PIMENTA Larissa,Female,Brazil,BRA,Brazil,,,Judo,Women -52 kg,HATH,/en/paris-2024/results/judo/women--52-kg/repf000100--,01-03-1999,1953817
28-07-2024,Bronze Medal,3,BUCHARD Amandine,Female,France,FRA,France,,,Judo,Women -52 kg,HATH,/en/paris-2024/results/judo/women--52-kg/repf000200--,12-07-1995,1891283
28-07-2024,Gold Medal,1,XIE Yu,Male,China,CHN,China,,,Shooting,10m Air Pistol Men,ATH,/en/paris-2024/results/shooting/10m-air-pistol-men/fnl-000100--,12-06-2000,1913907
28-07-2024,Silver Medal,2,MALDINI Federico Nilo,Male,Italy,ITA,Italy,,,Shooting,10m Air Pistol Men,ATH,/en/paris-2024/results/shooting/10m-air-pistol-men/fnl-000100--,28-03-2001,1551388
28-07-2024,Bronze Medal,3,MONNA Paolo,Male,Italy,ITA,Italy,,,Shooting,10m Air Pistol Men,ATH,/en/paris-2024/results/shooting/10m-air-pistol-men/fnl-000100--,19-04-1998,1551387
28-07-2024,Gold Medal,1,OH Ye Jin,Female,Korea,KOR,Korea,,,Shooting,10m Air Pistol Women,ATH,/en/paris-2024/results/shooting/10m-air-pistol-women/fnl-000100--,10-05-2005,1893972
28-07-2024,Silver Medal,2,KIM Yeji,Female,Korea,KOR,Korea,,,Shooting,10m Air Pistol Women,ATH,/en/paris-2024/results/shooting/10m-air-pistol-women/fnl-000100--,04-09-1992,1893930
28-07-2024,Bronze Medal,3,BHAKER Manu,Female,India,IND,India,,,Shooting,10m Air Pistol Women,ATH,/en/paris-2024/results/shooting/10m-air-pistol-women/fnl-000100--,18-02-2002,1538159
28-07-2024,Gold Medal,1,YOSHIZAWA Coco,Female,Japan,JPN,Japan,,,Skateboarding,Women's Street,ATH,/en/paris-2024/results/skateboarding/women-s-street/fnl-000100--,22-09-2009,1902055
28-07-2024,Silver Medal,2,AKAMA Liz,Female,Japan,JPN,Japan,,,Skateboarding,Women's Street,ATH,/en/paris-2024/results/skateboarding/women-s-street/fnl-000100--,08-01-2009,1902069
28-07-2024,Bronze Medal,3,LEAL Rayssa,Female,Brazil,BRA,Brazil,,,Skateboarding,Women's Street,ATH,/en/paris-2024/results/skateboarding/women-s-street/fnl-000100--,04-01-2008,1955689
28-07-2024,Gold Medal,1,MARTINENGHI Nicolo,Male,Italy,ITA,Italy,,,Swimming,Men's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--,01-08-1999,1925633
28-07-2024,Silver Medal,2,PEATY Adam,Male,Great Britain,GBR,Great Britain,,,Swimming,Men's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--,28-12-1994,1956469
28-07-2024,Silver Medal,2,FINK Nic,Male,United States,USA,United States,,,Swimming,Men's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--,03-07-1993,1935901
28-07-2024,Gold Medal,1,MARCHAND Leon,Male,France,FRA,France,,,Swimming,Men's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-400m-individual-medley/fnl-000100--,17-05-2002,1909294
28-07-2024,Silver Medal,2,MATSUSHITA Tomoyuki,Male,Japan,JPN,Japan,,,Swimming,Men's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-400m-individual-medley/fnl-000100--,01-08-2005,1963635
28-07-2024,Bronze Medal,3,FOSTER Carson,Male,United States,USA,United States,,,Swimming,Men's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-400m-individual-medley/fnl-000100--,26-10-2001,1935903
28-07-2024,Gold Medal,1,HUSKE Torri,Female,United States,USA,United States,,,Swimming,Women's 100m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-100m-butterfly/fnl-000100--,07-12-2002,1935923
28-07-2024,Silver Medal,2,WALSH Gretchen,Female,United States,USA,United States,,,Swimming,Women's 100m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-100m-butterfly/fnl-000100--,29-01-2003,1935998
28-07-2024,Bronze Medal,3,ZHANG Yufei,Female,China,CHN,China,,,Swimming,Women's 100m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-100m-butterfly/fnl-000100--,19-04-1998,1945125
29-07-2024,Gold Medal,1,GESTIN Nicolas,Male,France,FRA,France,,,Canoe Slalom,Men's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-canoe-single/fnl-000100--,14-03-2000,1880479
29-07-2024,Silver Medal,2,BURGESS Adam,Male,Great Britain,GBR,Great Britain,,,Canoe Slalom,Men's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-canoe-single/fnl-000100--,17-07-1992,1896030
29-07-2024,Bronze Medal,3,BENUS Matej,Male,Slovakia,SVK,Slovakia,,,Canoe Slalom,Men's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-canoe-single/fnl-000100--,02-11-1987,1961080
29-07-2024,Gold Medal,1,PIDCOCK Thomas,Male,Great Britain,GBR,Great Britain,,,Cycling Mountain Bike,Men's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/men-s-cross-country/fnl-000100--,30-07-1999,1912546
29-07-2024,Silver Medal,2,KORETZKY Victor,Male,France,FRA,France,,,Cycling Mountain Bike,Men's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/men-s-cross-country/fnl-000100--,26-08-1994,1895687
29-07-2024,Bronze Medal,3,HATHERLY Alan,Male,South Africa,RSA,South Africa,,,Cycling Mountain Bike,Men's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/men-s-cross-country/fnl-000100--,15-03-1996,1943604
29-07-2024,Gold Medal,1,JUNG Michael,Male,Germany,GER,Germany,,,Equestrian,Eventing Individual,ATH,/en/paris-2024/results/equestrian/eventing-individual/jump000100--,31-07-1982,1914921
29-07-2024,Silver Medal,2,BURTON Christopher,Male,Australia,AUS,Australia,,,Equestrian,Eventing Individual,ATH,/en/paris-2024/results/equestrian/eventing-individual/jump000100--,22-11-1981,1940438
29-07-2024,Bronze Medal,3,COLLETT Laura,Female,Great Britain,GBR,Great Britain,,,Equestrian,Eventing Individual,ATH,/en/paris-2024/results/equestrian/eventing-individual/jump000100--,31-08-1989,1970898
29-07-2024,Gold Medal,1,CHEUNG Ka Long,Male,"Hong Kong, China",HKG,"Hong Kong, China",,,Fencing,Men's Foil Individual,HATH,/en/paris-2024/results/fencing/men-s-foil-individual/fnl-000100--,10-06-1997,1963245
29-07-2024,Silver Medal,2,MACCHI Filippo,Male,Italy,ITA,Italy,,,Fencing,Men's Foil Individual,HATH,/en/paris-2024/results/fencing/men-s-foil-individual/fnl-000100--,19-09-2001,1924289
29-07-2024,Bronze Medal,3,ITKIN Nick,Male,United States,USA,United States,,,Fencing,Men's Foil Individual,HATH,/en/paris-2024/results/fencing/men-s-foil-individual/fnl-000200--,09-10-1999,1950602
29-07-2024,Gold Medal,1,APITHY-BRUNET Manon,Female,France,FRA,France,,,Fencing,Women's Sabre Individual,HATH,/en/paris-2024/results/fencing/women-s-sabre-individual/fnl-000100--,07-02-1996,1916223
29-07-2024,Silver Medal,2,BALZER Sara,Female,France,FRA,France,,,Fencing,Women's Sabre Individual,HATH,/en/paris-2024/results/fencing/women-s-sabre-individual/fnl-000100--,03-04-1995,1916222
29-07-2024,Bronze Medal,3,KHARLAN Olga,Female,Ukraine,UKR,Ukraine,,,Fencing,Women's Sabre Individual,HATH,/en/paris-2024/results/fencing/women-s-sabre-individual/fnl-000200--,04-09-1990,1897644
29-07-2024,Gold Medal,1,HEYDAROV Hidayat,Male,Azerbaijan,AZE,Azerbaijan,,,Judo,Men -73 kg,HATH,/en/paris-2024/results/judo/men--73-kg/fnl-000100--,27-07-1997,1972337
29-07-2024,Silver Medal,2,GABA Joan-Benjamin,Male,France,FRA,France,,,Judo,Men -73 kg,HATH,/en/paris-2024/results/judo/men--73-kg/fnl-000100--,07-01-2001,1891311
29-07-2024,Bronze Medal,3,OSMANOV Adil,Male,Republic of Moldova,MDA,Republic of Moldova,,,Judo,Men -73 kg,HATH,/en/paris-2024/results/judo/men--73-kg/repf000100--,02-07-2000,1563437
29-07-2024,Bronze Medal,3,HASHIMOTO Soichi,Male,Japan,JPN,Japan,,,Judo,Men -73 kg,HATH,/en/paris-2024/results/judo/men--73-kg/repf000200--,24-08-1991,1896740
29-07-2024,Gold Medal,1,DEGUCHI Christa,Female,Canada,CAN,Canada,,,Judo,Women -57 kg,HATH,/en/paris-2024/results/judo/women--57-kg/fnl-000100--,29-10-1995,1955526
29-07-2024,Silver Medal,2,HUH Mimi,Female,Korea,KOR,Korea,,,Judo,Women -57 kg,HATH,/en/paris-2024/results/judo/women--57-kg/fnl-000100--,19-12-2002,1928067
29-07-2024,Bronze Medal,3,FUNAKUBO Haruka,Female,Japan,JPN,Japan,,,Judo,Women -57 kg,HATH,/en/paris-2024/results/judo/women--57-kg/repf000100--,10-10-1998,1896733
29-07-2024,Bronze Medal,3,CYSIQUE Sarah Leonie,Female,France,FRA,France,,,Judo,Women -57 kg,HATH,/en/paris-2024/results/judo/women--57-kg/repf000200--,06-07-1998,1891286
29-07-2024,Gold Medal,1,SHENG Lihao,Male,China,CHN,China,,,Shooting,10m Air Rifle Men,ATH,/en/paris-2024/results/shooting/10m-air-rifle-men/fnl-000100--,04-12-2004,1913899
29-07-2024,Silver Medal,2,LINDGREN Victor,Male,Sweden,SWE,Sweden,,,Shooting,10m Air Rifle Men,ATH,/en/paris-2024/results/shooting/10m-air-rifle-men/fnl-000100--,16-05-2003,1572919
29-07-2024,Bronze Medal,3,MARICIC Miran,Male,Croatia,CRO,Croatia,,,Shooting,10m Air Rifle Men,ATH,/en/paris-2024/results/shooting/10m-air-rifle-men/fnl-000100--,17-06-1997,1888047
29-07-2024,Gold Medal,1,BAN Hyojin,Female,Korea,KOR,Korea,,,Shooting,10m Air Rifle Women,ATH,/en/paris-2024/results/shooting/10m-air-rifle-women/fnl-000100--,20-09-2007,1893845
29-07-2024,Silver Medal,2,HUANG Yuting,Female,China,CHN,China,,,Shooting,10m Air Rifle Women,ATH,/en/paris-2024/results/shooting/10m-air-rifle-women/fnl-000100--,03-09-2006,1913945
29-07-2024,Bronze Medal,3,GOGNIAT Audrey,Female,Switzerland,SUI,Switzerland,,,Shooting,10m Air Rifle Women,ATH,/en/paris-2024/results/shooting/10m-air-rifle-women/fnl-000100--,30-10-2002,1976545
29-07-2024,Gold Medal,1,HORIGOME Yuto,Male,Japan,JPN,Japan,,,Skateboarding,Men's Street,ATH,/en/paris-2024/results/skateboarding/men-s-street/fnl-000100--,07-01-1999,1902081
29-07-2024,Silver Medal,2,EATON Jagger,Male,United States,USA,United States,,,Skateboarding,Men's Street,ATH,/en/paris-2024/results/skateboarding/men-s-street/fnl-000100--,21-02-2001,1944226
29-07-2024,Bronze Medal,3,HUSTON Nyjah,Male,United States,USA,United States,,,Skateboarding,Men's Street,ATH,/en/paris-2024/results/skateboarding/men-s-street/fnl-000100--,30-11-1994,1944232
29-07-2024,Gold Medal,1,CECCON Thomas,Male,Italy,ITA,Italy,,,Swimming,Men's 100m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--,27-01-2001,1925635
29-07-2024,Silver Medal,2,XU Jiayu,Male,China,CHN,China,,,Swimming,Men's 100m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--,19-08-1995,1945132
29-07-2024,Bronze Medal,3,MURPHY Ryan,Male,United States,USA,United States,,,Swimming,Men's 100m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--,02-07-1995,1935957
29-07-2024,Gold Medal,1,POPOVICI David,Male,Romania,ROU,Romania,,,Swimming,Men's 200m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-200m-freestyle/fnl-000100--,15-09-2004,1543549
29-07-2024,Silver Medal,2,RICHARDS Matthew,Male,Great Britain,GBR,Great Britain,,,Swimming,Men's 200m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-200m-freestyle/fnl-000100--,17-12-2002,1903617
29-07-2024,Bronze Medal,3,HOBSON Luke,Male,United States,USA,United States,,,Swimming,Men's 200m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-200m-freestyle/fnl-000100--,25-06-2003,1935918
29-07-2024,Gold Medal,1,SMITH Tatjana,Female,South Africa,RSA,South Africa,,,Swimming,Women's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-100m-breaststroke/fnl-000100--,09-07-1997,1962589
29-07-2024,Silver Medal,2,TANG Qianting,Female,China,CHN,China,,,Swimming,Women's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-100m-breaststroke/fnl-000100--,14-03-2004,1945200
29-07-2024,Bronze Medal,3,Mc SHARRY Mona,Female,Ireland,IRL,Ireland,,,Swimming,Women's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-100m-breaststroke/fnl-000100--,21-08-2000,1543304
29-07-2024,Gold Medal,1,O'CALLAGHAN Mollie,Female,Australia,AUS,Australia,,,Swimming,Women's 200m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-200m-freestyle/fnl-000100--,02-04-2004,1946218
29-07-2024,Silver Medal,2,TITMUS Ariarne,Female,Australia,AUS,Australia,,,Swimming,Women's 200m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-200m-freestyle/fnl-000100--,07-09-2000,1946150
29-07-2024,Bronze Medal,3,HAUGHEY Siobhan Bernadette,Female,"Hong Kong, China",HKG,"Hong Kong, China",,,Swimming,Women's 200m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-200m-freestyle/fnl-000100--,31-10-1997,1925125
29-07-2024,Gold Medal,1,McINTOSH Summer,Female,Canada,CAN,Canada,,,Swimming,Women's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,18-08-2006,1967140
29-07-2024,Silver Medal,2,GRIMES Katie,Female,United States,USA,United States,,,Swimming,Women's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,08-01-2006,1935909
29-07-2024,Bronze Medal,3,WEYANT Emma,Female,United States,USA,United States,,,Swimming,Women's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,24-12-2001,1936001
30-07-2024,Gold Medal,1,NAGASE Takanori,Male,Japan,JPN,Japan,,,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/fnl-000100--,14-10-1993,1896765
30-07-2024,Silver Medal,2,GRIGALASHVILI Tato,Male,Georgia,GEO,Georgia,,,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/fnl-000100--,01-12-1999,1546651
30-07-2024,Bronze Medal,3,LEE Joonhwan,Male,Korea,KOR,Korea,,,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/repf000100--,19-06-2002,1928079
30-07-2024,Bronze Medal,3,MAKHMADBEKOV Somon,Male,Tajikistan,TJK,Tajikistan,,,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/repf000200--,24-03-1999,1570561
30-07-2024,Gold Medal,1,LESKI Andreja,Female,Slovenia,SLO,Slovenia,,,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/fnl-000100--,08-01-1997,1980833
30-07-2024,Silver Medal,2,AWITI ALCARAZ Prisca,Female,Mexico,MEX,Mexico,,,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/fnl-000100--,20-02-1996,1537287
30-07-2024,Bronze Medal,3,AGBEGNENOU Clarisse,Female,France,FRA,France,,,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/repf000100--,25-10-1992,1891289
30-07-2024,Bronze Medal,3,FAZLIU Laura,Female,Kosovo,KOS,Kosovo,,,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/repf000200--,28-09-2000,1550167
30-07-2024,Gold Medal,1,HALES Nathan,Male,Great Britain,GBR,Great Britain,,,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,16-06-1996,1904430
30-07-2024,Silver Medal,2,QI Ying,Male,China,CHN,China,,,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,23-01-1997,1913928
30-07-2024,Bronze Medal,3,BROL CARDENAS Jean Pierre,Male,Guatemala,GUA,Guatemala,,,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,18-12-1982,1958970
30-07-2024,Gold Medal,1,WIFFEN Daniel,Male,Ireland,IRL,Ireland,,,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,14-07-2001,1539969
30-07-2024,Silver Medal,2,FINKE Bobby,Male,United States,USA,United States,,,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,06-11-1999,1935902
30-07-2024,Bronze Medal,3,PALTRINIERI Gregorio,Male,Italy,ITA,Italy,,,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,05-09-1994,1925630
30-07-2024,Gold Medal,1,McKEOWN Kaylee,Female,Australia,AUS,Australia,,,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,12-07-2001,1946198
30-07-2024,Silver Medal,2,SMITH Regan,Female,United States,USA,United States,,,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,09-02-2002,1935984
30-07-2024,Bronze Medal,3,BERKOFF Katharine,Female,United States,USA,United States,,,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,28-01-2001,1935873
31-07-2024,Gold Medal,1,OKA Shinnosuke,Male,Japan,JPN,Japan,,,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,31-10-2003,1919480
